epoch;accuracy;loss;val_accuracy;val_loss
0;0.57964003;550.2227617532898;0.6340106725692749;182.66668416223033
1;0.67461777;164.30960095558586;0.7776971459388733;46.86080495597201
2;0.71419585;70.2054553710217;0.7810837030410767;24.344764538761723
3;0.73751694;27.473150031442497;0.7926947474479675;9.003302178754286
4;0.7319044;7.858835793542798;0.7561683654785156;2.4912400349477206
5;0.66813433;1.7066275302644438;0.7077890634536743;0.9229129898300134
6;0.6518773;0.7877759248024032;0.7651185393333435;0.6847432249400947
7;0.67926264;0.6311994827368146;0.7926947474479675;0.583164447508518
8;0.71114767;0.5530168226546421;0.8028543591499329;0.5564561474709679
9;0.73229146;0.5334599011983036;0.8151910901069641;0.4889438776042534
10;0.75009674;0.5116432545458253;0.8284953832626343;0.4672828238974693
11;0.7605961;0.47949371413218345;0.8318819403648376;0.4406855375396496
12;0.7876427;0.5145049584322564;0.8372036814689636;0.4539560884684252
13;0.7950455;0.45128063858420564;0.7895500659942627;0.49483046662305713
14;0.7955777;0.5444621810524104;0.8488147258758545;0.4140786648834738
15;0.8098994;0.5112355880241733;0.8580067753791809;0.3928511263410654
16;0.8103832;0.4110982844590541;0.8560715913772583;0.3760481050006422
17;0.8107703;0.4097355386782643;0.8693758845329285;0.37240404199158217
18;0.8204471;0.392826562165891;0.8664731383323669;0.6091227059238593
19;0.8284788;0.37936127578033246;0.8567972779273987;0.40612621113016345
20;0.8278014;0.3752109110066986;0.8850991725921631;0.3190471666933086
21;0.841107;0.36164950805935936;0.8725205659866333;0.3927202414330158
22;0.84347785;0.38494930381017706;0.893081784248352;0.36638298472114733
23;0.85184824;0.34893376773137846;0.8415578007698059;0.43434023880185746
24;0.8528159;0.334027260250641;0.8959845304489136;0.2989066185787443
25;0.8601219;0.3224416499629758;0.894049346446991;0.27698759326596856
26;0.86196053;0.3169847221041824;0.8725205659866333;0.3361651726286943
27;0.86796016;0.3076233289326924;0.8746976256370544;0.34146670771498694
28;0.8707664;0.3710133543766881;0.9088050127029419;0.24690158546951352
29;0.8817012;0.278072270204787;0.9102563858032227;0.2572844321449771
30;0.8774434;0.2874760971739326;0.902515709400177;0.2916213660841122
31;0.8791852;0.28458738001144573;0.8838896751403809;0.3284717873495791
32;0.8862009;0.2774588967144824;0.8971940279006958;0.308143273205012
33;0.88842654;0.2734374843144154;0.9100145101547241;0.2684021074744775
34;0.8891523;0.27108249038267535;0.9179971218109131;0.24959728064084896
35;0.89544225;0.26686934547692404;0.9080793261528015;0.3824396769407583
36;0.8997968;0.25671704932802164;0.9134010672569275;0.24365540040565908
37;0.8985388;0.2587056966170089;0.9112240076065063;0.2806986929658651
38;0.9042965;0.26266331951369487;0.9126753807067871;0.26379222110324746
39;0.9069092;0.24616210319235912;0.9134010672569275;0.24330773326037988
40;0.90957034;0.23308236518622782;0.9262215495109558;0.22735416329045427
41;0.90748984;0.2468389422451248;0.9235607385635376;0.22257672145739235
42;0.9131508;0.2268353686218269;0.9182389974594116;0.24477408638194267
43;0.90966713;0.23657230545467625;0.9293662309646606;0.2019177622765115
44;0.91286045;0.22796356519970784;0.9283986687660217;0.21739518358387921
45;0.9163441;0.23765703114638229;0.9339622855186462;0.2245729208122317
46;0.91929555;0.2201654568288597;0.9315432906150818;0.2277231166327582
47;0.91706985;0.2135574673490827;0.9267053604125977;0.2321095154100302
48;0.92239213;0.21681437791778105;0.9310594797134399;0.21825085787249465
49;0.9233114;0.20688147475185584;0.9344460368156433;0.22597333709571923
50;0.91769886;0.22115439451107646;0.9339622855186462;0.2146641652712109
51;0.9279563;0.19648459932087514;0.9206579327583313;0.26317133243728735
52;0.9296013;0.19024361153076436;0.9199322462081909;0.3353556258613843
53;0.92350495;0.2041321641498593;0.9317851662635803;0.3234441701158787
54;0.92655313;0.1971151113123688;0.9337203502655029;0.23370202577050667
55;0.92931104;0.1928671524548683;0.9281567335128784;0.2933850146228124
56;0.9281014;0.20239451166097444;0.9298500418663025;0.26785921752020303
57;0.9332301;0.18968911230627564;0.9371069073677063;0.24620688267964122
58;0.9316335;0.19220482895573635;0.9264634847640991;0.27757835853169033
59;0.9284885;0.18961063992338067;0.9228350520133972;0.3185480244720853
60;0.93071413;0.20078450784401528;0.935413658618927;0.23279072044405547
61;0.9349235;0.17693981514583595;0.9371069073677063;0.24424390068767032
62;0.9331817;0.18928930030867835;0.9366230964660645;0.25821187956701114
63;0.9344881;0.17608536064526734;0.9390420913696289;0.24610845591056502
64;0.93511707;0.17691538128904524;0.9334784746170044;0.23349416751935392
65;0.9349235;0.17564899581231253;0.9361393451690674;0.24099863899117457
66;0.9390362;0.18050028769887344;0.9404934644699097;0.2228500404231607
67;0.9389878;0.17730955636077955;0.9429124593734741;0.21985248292074955
68;0.9347784;0.1810767891006957;0.9407353401184082;0.2605670725860974
69;0.9427618;0.15822837563479963;0.9383164048194885;0.24224312394770897
70;0.9379234;0.16652121716572788;0.9397677779197693;0.26317146970891814
71;0.94145536;0.160403433895178;0.9419448375701904;0.24777315048763127
72;0.9410683;0.1862633361827019;0.9409772753715515;0.23415316741536882
73;0.9399071;0.161345340447071;0.9436381459236145;0.23715182983131297
74;0.9360364;0.17465368304736892;0.94121915102005;0.24429633679615453
75;0.9408264;0.15767443189168545;0.9426705241203308;0.22962721737473843
76;0.9423747;0.16956398436968714;0.9431543350219727;0.2256359840915811
77;0.94464874;0.15024571617780813;0.9417029619216919;0.24342641498610543
78;0.942036;0.15885497031808016;0.9298500418663025;0.23690372740063162
79;0.94431007;0.1554225515606661;0.9407353401184082;0.2385112853170191
80;0.9421328;0.1737531289394829;0.9431543350219727;0.2405776869835459
81;0.9475034;0.14583507690954328;0.9172714352607727;0.29233940344359716
82;0.94097155;0.1562385429969396;0.9407353401184082;0.23229266027638343
83;0.9465357;0.14696243770445064;0.9339622855186462;0.29374997007800696
84;0.9479872;0.15283311472476416;0.9458152055740356;0.2624633695063351
85;0.9481324;0.14569707886494865;0.9426705241203308;0.26471417249114143
86;0.9421328;0.15519576522755812;0.9426705241203308;0.22241618145792508
87;0.9501645;0.14576100457898764;0.9450895190238953;0.25753088368631877
88;0.94527775;0.14589124080424548;0.9462989568710327;0.241213064905694
89;0.9466325;0.14973273683712102;0.9431543350219727;0.23447742970253918
90;0.94614863;0.14486013212352444;0.9446057081222534;0.2528302021861711
91;0.94934195;0.15787294911927588;0.944847583770752;0.26128615343778333
92;0.94876134;0.1453813957506461;0.9453313946723938;0.23563525735985905
93;0.9507935;0.1328490744048388;0.9455732703208923;0.3096396041250944
94;0.9502129;0.14586964722139498;0.9453313946723938;0.25646746676211546
95;0.95001936;0.13946248475373518;0.9460570812225342;0.24153267299142736
96;0.9512773;0.13610477362693982;0.9472665786743164;0.2483797547180813
97;0.95103544;0.1375251487777061;0.9470247030258179;0.26559532603521996
98;0.9528256;0.14225789733073896;0.9470247030258179;0.2889375831547946
99;0.9507451;0.13502423406420166;0.9450895190238953;0.27487481726819213
100;0.9486162;0.13511659820530386;0.9462989568710327;0.2736649451462843
101;0.95316434;0.1337955513529628;0.9458152055740356;0.24693037857165012
102;0.9538901;0.1267000876305088;0.9436381459236145;0.3434321402018348
103;0.953503;0.1389241272214824;0.9455732703208923;0.29622016529213363
104;0.9512773;0.13176443918354164;0.9460570812225342;0.3107198209190461
105;0.95156765;0.13476977713920865;0.9482341408729553;0.26842057232731026
106;0.95301914;0.12832440590391844;0.946540892124176;0.28325970501904335
107;0.9564544;0.11893572802135394;0.9450895190238953;0.2478967935683131
108;0.94997096;0.1340496079473159;0.9472665786743164;0.2882254209187392
109;0.95427716;0.12251443965481286;0.946540892124176;0.27330387720002836
110;0.952874;0.12901737893157778;0.9482341408729553;0.24754584534161322
111;0.9540836;0.11669868363767938;0.9470247030258179;0.2621283964310283
112;0.9533579;0.12438261871304898;0.9475084543228149;0.23863187462567245
113;0.95635766;0.11910964661637058;0.9467827677726746;0.29589795930753543
114;0.9555835;0.12784291266131867;0.9443638324737549;0.37047788424369615
115;0.9550029;0.1250061411219511;0.9462989568710327;0.2933842369148451
116;0.95669633;0.12100743233165498;0.9475084543228149;0.264512402975565
117;0.9561157;0.11052571062754911;0.949201762676239;0.3061444490181979
118;0.9592123;0.11531882050052611;0.9462989568710327;0.29048854643213157
119;0.95669633;0.11188438475183898;0.9436381459236145;0.30510749369787604
120;0.9581479;0.11180982701386662;0.9477503895759583;0.31810475427370805
121;0.9577124;0.12099265215407609;0.9482341408729553;0.27462505994352904
122;0.95432556;0.1238681842870931;0.9489598274230957;0.2621231008885157
123;0.9559222;0.11481585152243907;0.9475084543228149;0.29248455325416395
124;0.95674473;0.11181679971333004;0.9477503895759583;0.30999633049872627
125;0.9570834;0.1131041992707342;0.9450895190238953;0.2949181816675378
126;0.9613412;0.10731001493892518;0.9450895190238953;0.2867117542241816
127;0.957035;0.11349047990582518;0.9482341408729553;0.2961013904936255
128;0.96056706;0.10578132056396289;0.9455732703208923;0.31603856265083513
129;0.9619218;0.10033231885400436;0.9368650317192078;0.40418834002426296
130;0.959551;0.11451053464879306;0.944847583770752;0.3070012899732959
131;0.9602284;0.10534852036158351;0.9470247030258179;0.36497079685914324
132;0.95727694;0.11834555990505154;0.9475084543228149;0.2845441798585362
133;0.96003485;0.11069308374187391;0.9467827677726746;0.3041988054680605
134;0.96332496;0.10089024986897997;0.9472665786743164;0.3231513098091334
135;0.9603735;0.1051767524782419;0.9453313946723938;0.40971745671024057
136;0.9592607;0.10484469264243912;0.9487179517745972;0.33797402984864133
137;0.96119606;0.10318689308274709;0.9501693248748779;0.3315429142493814
138;0.9597445;0.10147105410438408;0.9470247030258179;0.31531872020346796
139;0.9617283;0.11007281619055441;0.9477503895759583;0.3471593525194003
140;0.96327657;0.09772155415868769;0.9477503895759583;0.3669024314289804
141;0.96124446;0.0978436507612686;0.9479922652244568;0.3990885869973399
142;0.96066386;0.11213466739208112;0.9487179517745972;0.3192528616736116
143;0.9631314;0.09354098345374194;0.9487179517745972;0.28601993521631314
144;0.96148634;0.10765728439601473;0.9477503895759583;0.3031600402369843
145;0.9634217;0.09076379371930626;0.9453313946723938;0.32536248137510276
146;0.96264756;0.10024577867977273;0.9462989568710327;0.3162556114292514
147;0.9619218;0.10068499477508452;0.9472665786743164;0.3497805524748999
148;0.96366364;0.09038086138695957;0.9467827677726746;0.3913231779107969
149;0.9660345;0.09310142785160781;0.949201762676239;0.3771633340589194
150;0.9610509;0.09976848568287859;0.9467827677726746;0.35833518397392833
151;0.9634217;0.09529668613922233;0.9487179517745972;0.320787047815023
152;0.9628411;0.09502982232342588;0.9487179517745972;0.33146008964489204
153;0.963083;0.09553021898387548;0.9467827677726746;0.3807031724207287
154;0.9640507;0.09155106591286064;0.9433962106704712;0.4437471222390169
155;0.9634217;0.09345836354589379;0.9441218972206116;0.29034922945655134
156;0.96361524;0.09666827373215267;0.9482341408729553;0.33491663481944645
157;0.9624056;0.09331582682374855;0.9462989568710327;0.39592925493389614
158;0.9628411;0.1282861329649723;0.9467827677726746;0.34714543025708167
159;0.9666151;0.08060724209494441;0.944847583770752;0.378441027309304
160;0.9659861;0.09123153146806955;0.9446057081222534;0.43717799723926926
161;0.9643894;0.09122290368528414;0.9484760761260986;0.36206839914534134
162;0.96530867;0.0862375734522088;0.9496855139732361;0.34901108160564503
163;0.9609541;0.10253141224398728;0.9504112005233765;0.3572673354825941
164;0.9680182;0.07552973121528656;0.9443638324737549;0.47011132664477473
165;0.96264756;0.09578069255768226;0.9489598274230957;0.39470802979966435
166;0.9676795;0.08251684753486328;0.9472665786743164;0.3713552799557048
167;0.9659377;0.08749583324852582;0.9479922652244568;0.37623813827659525
168;0.96850204;0.07699425926297551;0.9467827677726746;0.41563743951243365
169;0.96361524;0.09299412590419275;0.9511368870735168;0.4280925166307005
170;0.96535707;0.08150428507094207;0.9494436383247375;0.4261574472530948
171;0.9656474;0.08895996015844064;0.9479922652244568;0.3941826869899891
172;0.96748596;0.0861719661607303;0.9487179517745972;0.44254408329797357
173;0.9694697;0.07319939838232443;0.9455732703208923;0.4494409526121115
174;0.96429265;0.09494556506145085;0.9458152055740356;0.44536995022667164
175;0.96637315;0.08008907195984544;0.9496855139732361;0.44173075361821634
176;0.96511513;0.08461323214717568;0.9494436383247375;0.35532528701962396
177;0.9660828;0.08396577111383904;0.9479922652244568;0.3906619563576214
178;0.9680666;0.07026177209223207;0.9472665786743164;0.3325066840195921
179;0.96259916;0.08560116604281989;0.9479922652244568;0.365223237503019
180;0.96690536;0.0835433722671409;0.9446057081222534;0.5723648681321118
181;0.9707761;0.06916050082395253;0.9472665786743164;0.4843516706281315
182;0.9604703;0.0979744175743533;0.9511368870735168;0.3755289227361545
183;0.9683569;0.07809483268135448;0.9470247030258179;0.39207226410688384
184;0.96908265;0.0841883998241644;0.9479922652244568;0.46743203254067844
185;0.96497;0.0971001203315924;0.9489598274230957;0.415149258706497
186;0.96840525;0.08890889824598952;0.9494436383247375;0.4061815409799907
187;0.96961486;0.07456973527158185;0.9511368870735168;0.44635673340934456
188;0.9650184;0.10189332285124858;0.9487179517745972;0.403198620476582
189;0.9697116;0.07223295214533149;0.9501693248748779;0.4952219529721722
190;0.96990514;0.06884163445557874;0.9511368870735168;0.4752865932128484
191;0.96961486;0.07507877066105645;0.949201762676239;0.4353188901606192
192;0.96743757;0.10108465787894967;0.9479922652244568;0.46511965081722884
193;0.9693246;0.071642373185457;0.9508950114250183;0.4958331562149738
194;0.9683085;0.07141695213447359;0.9472665786743164;0.4603912160124938
195;0.9683085;0.08286602837553575;0.9494436383247375;0.4107532825484966
196;0.96472806;0.11878204168595023;0.9496855139732361;0.38657062367707795
197;0.97271144;0.057600607457101195;0.9518625736236572;0.5102522314445489
198;0.9725663;0.06493793236164191;0.9472665786743164;0.39767321392021493
199;0.96990514;0.0733805824001234;0.9482341408729553;0.43389700292589356
